product_name,product_type,clean_ingreds,ingredients_list,num_ingredients,price_idr,price_category,ingreds_text,ingredients_str,cluster,cluster_label
Indeed Labs Pepta-Bright 30ml,Serum,"['capric triglyceride', 'dimethyl isosorbide', 'isodecyl neopentanoate', 'isononyl isononanoate', 'propanediol', 'arachidyl alcohol', 'undecylenoyl phenylalanine', 'sodium lactate', 'behenyl alcohol', 'glyceryl stearate', 'lactic acid', 'cetearyl alcohol', 'octadecenedioic acid', 'polyacrylate-13', 'peg-100 stearate', 'triethanolamine', 'arachidyl glucoside ', 'phenylethyl resorcinol', 'phenoxyethanol ', 'polyisobutene', 'caprylyl glycol', 'dimethylmethoxy chromanyl palmitate', 'xanthan gum', 'chlorphenesin', 'disodium edta', 'polysorbate-20', 'sodium hyaluronate', 'dextran', 'nonapeptide-1']","['capric triglyceride', 'dimethyl isosorbide', 'isodecyl neopentanoate', 'isononyl isononanoate', 'propanediol', 'arachidyl alcohol', 'undecylenoyl phenylalanine', 'sodium lactate', 'behenyl alcohol', 'glyceryl stearate', 'lactic acid', 'cetearyl alcohol', 'octadecenedioic acid', 'polyacrylate-13', 'peg-100 stearate', 'triethanolamine', 'arachidyl glucoside ', 'phenylethyl resorcinol', 'phenoxyethanol ', 'polyisobutene', 'caprylyl glycol', 'dimethylmethoxy chromanyl palmitate', 'xanthan gum', 'chlorphenesin', 'disodium edta', 'polysorbate-20', 'sodium hyaluronate', 'dextran', 'nonapeptide-1']",29,499800.0,Medium,capric triglyceride dimethyl isosorbide isodecyl neopentanoate isononyl isononanoate propanediol arachidyl alcohol undecylenoyl phenylalanine sodium lactate behenyl alcohol glyceryl stearate lactic acid cetearyl alcohol octadecenedioic acid polyacrylate-13 peg-100 stearate triethanolamine arachidyl glucoside  phenylethyl resorcinol phenoxyethanol  polyisobutene caprylyl glycol dimethylmethoxy chromanyl palmitate xanthan gum chlorphenesin disodium edta polysorbate-20 sodium hyaluronate dextran nonapeptide-1,capric_triglyceride dimethyl_isosorbide isodecyl_neopentanoate isononyl_isononanoate propanediol arachidyl_alcohol undecylenoyl_phenylalanine sodium_lactate behenyl_alcohol glyceryl_stearate lactic_acid cetearyl_alcohol octadecenedioic_acid polyacrylate-13 peg-100_stearate triethanolamine arachidyl_glucoside_ phenylethyl_resorcinol phenoxyethanol_ polyisobutene caprylyl_glycol dimethylmethoxy_chromanyl_palmitate xanthan_gum chlorphenesin disodium_edta polysorbate-20 sodium_hyaluronate dextran nonapeptide-1,1,Hydrating & Anti-Aging
Omorovicza Instant Perfection Serum (30ml),Serum,"['polysorbate-20', 'xylitylglucoside', 'anhydroxylitol', 'saccharomyces ferment', 'phenoxyethanol', 'pullulan', 'sodium hyaluronate', 'narcissus poeticus flower wax', 'carbomer', 'xylitol', 'parfum', 'sodium hydroxide', 'ethylhexyl glycerin', 'disodium edta', 'glucose', 'phospholipid']","['polysorbate-20', 'xylitylglucoside', 'anhydroxylitol', 'saccharomyces ferment', 'phenoxyethanol', 'pullulan', 'sodium hyaluronate', 'narcissus poeticus flower wax', 'carbomer', 'xylitol', 'parfum', 'sodium hydroxide', 'ethylhexyl glycerin', 'disodium edta', 'glucose', 'phospholipid']",16,1740000.0,High,polysorbate-20 xylitylglucoside anhydroxylitol saccharomyces ferment phenoxyethanol pullulan sodium hyaluronate narcissus poeticus flower wax carbomer xylitol parfum sodium hydroxide ethylhexyl glycerin disodium edta glucose phospholipid,polysorbate-20 xylitylglucoside anhydroxylitol saccharomyces_ferment phenoxyethanol pullulan sodium_hyaluronate narcissus_poeticus_flower_wax carbomer xylitol parfum sodium_hydroxide ethylhexyl_glycerin disodium_edta glucose phospholipid,1,Hydrating & Anti-Aging
Elizabeth Arden Skin Illuminating Advanced Brightening Day Serum (30ml),Serum,"['butylene glycol', 'pentylene glycol', 'dimethicon', 'polysilicone-11', 'capric triglyceride', 'niacinamide', 'ethylhexyl palmitate', 'glyceryl oleate citrate', 'sodium ascorbyl phosphate', 'nylon 12', 'panthenol', 'peg-11 methyl ether dimethicon', 'acrylates/c10-30 alkyl', 'adenosine', 'bisabolol', 'boron nitride', 'caprylyl glycol', 'cnidium officinale root extract', 'cyclopentasiloxane', 'dextran', 'diamond', 'dimethiconol', 'disodium edta', 'ethylhexyl glycerin', 'glycolic acid', 'hydrogenated lecithin', 'lactic acid', 'laureth-12', 'ci 77019', 'parfum', 'dimethicon', 'polymethylsilsesquioxane', 'polyvinyl alcohol', 'sodium hydroxide', 'sodium polyacrylate', 'trideceth-6', 'tripeptide-1', 'tryptophan', 'butylphenyl methylpropional', 'citronellol', 'geraniol', 'hexyl cinnamal', 'limonene', 'linalool', 'chlorphenesin', 'phenoxyethanol', 'titanium dioxide']","['butylene glycol', 'pentylene glycol', 'dimethicon', 'polysilicone-11', 'capric triglyceride', 'niacinamide', 'ethylhexyl palmitate', 'glyceryl oleate citrate', 'sodium ascorbyl phosphate', 'nylon 12', 'panthenol', 'peg-11 methyl ether dimethicon', 'acrylates/c10-30 alkyl', 'adenosine', 'bisabolol', 'boron nitride', 'caprylyl glycol', 'cnidium officinale root extract', 'cyclopentasiloxane', 'dextran', 'diamond', 'dimethiconol', 'disodium edta', 'ethylhexyl glycerin', 'glycolic acid', 'hydrogenated lecithin', 'lactic acid', 'laureth-12', 'ci 77019', 'parfum', 'dimethicon', 'polymethylsilsesquioxane', 'polyvinyl alcohol', 'sodium hydroxide', 'sodium polyacrylate', 'trideceth-6', 'tripeptide-1', 'tryptophan', 'butylphenyl methylpropional', 'citronellol', 'geraniol', 'hexyl cinnamal', 'limonene', 'linalool', 'chlorphenesin', 'phenoxyethanol', 'titanium dioxide']",47,1100000.0,High,butylene glycol pentylene glycol dimethicon polysilicone-11 capric triglyceride niacinamide ethylhexyl palmitate glyceryl oleate citrate sodium ascorbyl phosphate nylon 12 panthenol peg-11 methyl ether dimethicon acrylates/c10-30 alkyl adenosine bisabolol boron nitride caprylyl glycol cnidium officinale root extract cyclopentasiloxane dextran diamond dimethiconol disodium edta ethylhexyl glycerin glycolic acid hydrogenated lecithin lactic acid laureth-12 ci 77019 parfum dimethicon polymethylsilsesquioxane polyvinyl alcohol sodium hydroxide sodium polyacrylate trideceth-6 tripeptide-1 tryptophan butylphenyl methylpropional citronellol geraniol hexyl cinnamal limonene linalool chlorphenesin phenoxyethanol titanium dioxide,butylene_glycol pentylene_glycol dimethicon polysilicone-11 capric_triglyceride niacinamide ethylhexyl_palmitate glyceryl_oleate_citrate sodium_ascorbyl_phosphate nylon_12 panthenol peg-11_methyl_ether_dimethicon acrylates/c10-30_alkyl adenosine bisabolol boron_nitride caprylyl_glycol cnidium_officinale_root_extract cyclopentasiloxane dextran diamond dimethiconol disodium_edta ethylhexyl_glycerin glycolic_acid hydrogenated_lecithin lactic_acid laureth-12 ci_77019 parfum dimethicon polymethylsilsesquioxane polyvinyl_alcohol sodium_hydroxide sodium_polyacrylate trideceth-6 tripeptide-1 tryptophan butylphenyl_methylpropional citronellol geraniol hexyl_cinnamal limonene linalool chlorphenesin phenoxyethanol titanium_dioxide,1,Hydrating & Anti-Aging
FOREO 'Serum Serum Serum' Micro-Capsule Youth Preserve,Serum,"['glycerin', 'propanediol', 'cyclopentasiloxane', 'diglycerin', 'xylitol', 'pentylene glycol', 'butylene glycol', 'peg/ppg-17/6 copolymer', 'glyceryl polymethacrylate', 'glycereth-26', 'peg/ppg-14/7 dimethyl ether', 'squalene', 'sodium hyaluronate', 'sodium hyaluronate', 'sodium hyaluronate', 'hydrolyzed sodium hyaluronate', 'betaine', 'octyldodeceth-16', 'glyceryl glucoside', 'propylene glycol', 'caprylyl glycol', 'carbomer', 'triethanolamine', 'acacia senegal gum', 'gelatin', 'panthenol', 'xanthan gum', 'trehalose', 'urea', 'ethylhexyl glycerin', 'adenosine', '1,2-hexanediol', 'sodium pca', 'serine', 'glucose', 'algin', 'disodium phosphate', 'glyceryl polyacrylate', 'pullulan', 'hydrolyzed glycosaminoglycans', 'potassium phosphate', 'ci 14700', 'benzyl glycol', 'rubus idaeus extract keton']","['glycerin', 'propanediol', 'cyclopentasiloxane', 'diglycerin', 'xylitol', 'pentylene glycol', 'butylene glycol', 'peg/ppg-17/6 copolymer', 'glyceryl polymethacrylate', 'glycereth-26', 'peg/ppg-14/7 dimethyl ether', 'squalene', 'sodium hyaluronate', 'sodium hyaluronate', 'sodium hyaluronate', 'hydrolyzed sodium hyaluronate', 'betaine', 'octyldodeceth-16', 'glyceryl glucoside', 'propylene glycol', 'caprylyl glycol', 'carbomer', 'triethanolamine', 'acacia senegal gum', 'gelatin', 'panthenol', 'xanthan gum', 'trehalose', 'urea', 'ethylhexyl glycerin', 'adenosine', '1,2-hexanediol', 'sodium pca', 'serine', 'glucose', 'algin', 'disodium phosphate', 'glyceryl polyacrylate', 'pullulan', 'hydrolyzed glycosaminoglycans', 'potassium phosphate', 'ci 14700', 'benzyl glycol', 'rubus idaeus extract keton']",44,980000.0,High,"glycerin propanediol cyclopentasiloxane diglycerin xylitol pentylene glycol butylene glycol peg/ppg-17/6 copolymer glyceryl polymethacrylate glycereth-26 peg/ppg-14/7 dimethyl ether squalene sodium hyaluronate sodium hyaluronate sodium hyaluronate hydrolyzed sodium hyaluronate betaine octyldodeceth-16 glyceryl glucoside propylene glycol caprylyl glycol carbomer triethanolamine acacia senegal gum gelatin panthenol xanthan gum trehalose urea ethylhexyl glycerin adenosine 1,2-hexanediol sodium pca serine glucose algin disodium phosphate glyceryl polyacrylate pullulan hydrolyzed glycosaminoglycans potassium phosphate ci 14700 benzyl glycol rubus idaeus extract keton","glycerin propanediol cyclopentasiloxane diglycerin xylitol pentylene_glycol butylene_glycol peg/ppg-17/6_copolymer glyceryl_polymethacrylate glycereth-26 peg/ppg-14/7_dimethyl_ether squalene sodium_hyaluronate sodium_hyaluronate sodium_hyaluronate hydrolyzed_sodium_hyaluronate betaine octyldodeceth-16 glyceryl_glucoside propylene_glycol caprylyl_glycol carbomer triethanolamine acacia_senegal_gum gelatin panthenol xanthan_gum trehalose urea ethylhexyl_glycerin adenosine 1,2-hexanediol sodium_pca serine glucose algin disodium_phosphate glyceryl_polyacrylate pullulan hydrolyzed_glycosaminoglycans potassium_phosphate ci_14700 benzyl_glycol rubus_idaeus_extract_keton",1,Hydrating & Anti-Aging
Aveda Hand Relief Night Renewal Serum 30ml,Serum,"['water\\aqua\\eau ', 'heptyl undecylenate ', 'propanediol ', 'theobroma grandiflorum fruit extract ', 'glycerin ', 'carapa guaianensis seed oil ', 'dimethicon ', 'capric triglyceride ', 'limnanthes alba seed oil ', 'castor oil ', 'hydrogenated lecithin ', 'polyglyceryl-10 pentastearate ', 'oryza sativa bran ', 'glycyrrhiza glabra root extract ', 'saccharum officinarum extract ', 'chlorella vulgaris extract ', 'sodium hyaluronate ', 'elaeis guineensis oil ', 'helianthus annuus seed oil ', 'salicylic acid ', 'caffeinee ', 'glyceryl stearate ', 'sorbitol ', 'cetyl alcohol ', 'tocopherol ', 'tocopheryl linoleate/oleate ', 'linoleic acid ', 'peg-100 stearate ', 'lauroyl lysine ', 'acetyl hexapeptide-8 ', 'stearic acid ', 'arganine ', 'sodium pca ', 'aminopropyl ascorbyl phosphate ', 'behenyl alcohol ', 'sodium stearoyl lactylate ', 'xanthan gum ', 'caprylyl glycol ', 'parfum ', 'linalool ', 'citral ', 'limonene ', 'sodium citrate ', 'phenoxyethanol']","['water\\aqua\\eau ', 'heptyl undecylenate ', 'propanediol ', 'theobroma grandiflorum fruit extract ', 'glycerin ', 'carapa guaianensis seed oil ', 'dimethicon ', 'capric triglyceride ', 'limnanthes alba seed oil ', 'castor oil ', 'hydrogenated lecithin ', 'polyglyceryl-10 pentastearate ', 'oryza sativa bran ', 'glycyrrhiza glabra root extract ', 'saccharum officinarum extract ', 'chlorella vulgaris extract ', 'sodium hyaluronate ', 'elaeis guineensis oil ', 'helianthus annuus seed oil ', 'salicylic acid ', 'caffeinee ', 'glyceryl stearate ', 'sorbitol ', 'cetyl alcohol ', 'tocopherol ', 'tocopheryl linoleate/oleate ', 'linoleic acid ', 'peg-100 stearate ', 'lauroyl lysine ', 'acetyl hexapeptide-8 ', 'stearic acid ', 'arganine ', 'sodium pca ', 'aminopropyl ascorbyl phosphate ', 'behenyl alcohol ', 'sodium stearoyl lactylate ', 'xanthan gum ', 'caprylyl glycol ', 'parfum ', 'linalool ', 'citral ', 'limonene ', 'sodium citrate ', 'phenoxyethanol']",44,540000.0,High,water\aqua\eau  heptyl undecylenate  propanediol  theobroma grandiflorum fruit extract  glycerin  carapa guaianensis seed oil  dimethicon  capric triglyceride  limnanthes alba seed oil  castor oil  hydrogenated lecithin  polyglyceryl-10 pentastearate  oryza sativa bran  glycyrrhiza glabra root extract  saccharum officinarum extract  chlorella vulgaris extract  sodium hyaluronate  elaeis guineensis oil  helianthus annuus seed oil  salicylic acid  caffeinee  glyceryl stearate  sorbitol  cetyl alcohol  tocopherol  tocopheryl linoleate/oleate  linoleic acid  peg-100 stearate  lauroyl lysine  acetyl hexapeptide-8  stearic acid  arganine  sodium pca  aminopropyl ascorbyl phosphate  behenyl alcohol  sodium stearoyl lactylate  xanthan gum  caprylyl glycol  parfum  linalool  citral  limonene  sodium citrate  phenoxyethanol,water\aqua\eau_ heptyl_undecylenate_ propanediol_ theobroma_grandiflorum_fruit_extract_ glycerin_ carapa_guaianensis_seed_oil_ dimethicon_ capric_triglyceride_ limnanthes_alba_seed_oil_ castor_oil_ hydrogenated_lecithin_ polyglyceryl-10_pentastearate_ oryza_sativa_bran_ glycyrrhiza_glabra_root_extract_ saccharum_officinarum_extract_ chlorella_vulgaris_extract_ sodium_hyaluronate_ elaeis_guineensis_oil_ helianthus_annuus_seed_oil_ salicylic_acid_ caffeinee_ glyceryl_stearate_ sorbitol_ cetyl_alcohol_ tocopherol_ tocopheryl_linoleate/oleate_ linoleic_acid_ peg-100_stearate_ lauroyl_lysine_ acetyl_hexapeptide-8_ stearic_acid_ arganine_ sodium_pca_ aminopropyl_ascorbyl_phosphate_ behenyl_alcohol_ sodium_stearoyl_lactylate_ xanthan_gum_ caprylyl_glycol_ parfum_ linalool_ citral_ limonene_ sodium_citrate_ phenoxyethanol,1,Hydrating & Anti-Aging
Sukin Hydration Biomarine Facial Serum 30ml,Serum,"['glycerin', 'hydroxyethyl cellulose', 'saccharide isomerate', 'sodium hyaluronate', 'ascophyllum nodosum extract', 'tocopherol', 'coco-caprylate', 'cetearyl olivate', 'sorbitan olivate', 'parfum', 'citric acid', 'sodium citrate', 'ethylhexyl glycerin', 'phenoxyethanol', 'benzyl alcohol', 'limonene', 'citral', 'linalool']","['glycerin', 'hydroxyethyl cellulose', 'saccharide isomerate', 'sodium hyaluronate', 'ascophyllum nodosum extract', 'tocopherol', 'coco-caprylate', 'cetearyl olivate', 'sorbitan olivate', 'parfum', 'citric acid', 'sodium citrate', 'ethylhexyl glycerin', 'phenoxyethanol', 'benzyl alcohol', 'limonene', 'citral', 'linalool']",18,399000.0,Medium,glycerin hydroxyethyl cellulose saccharide isomerate sodium hyaluronate ascophyllum nodosum extract tocopherol coco-caprylate cetearyl olivate sorbitan olivate parfum citric acid sodium citrate ethylhexyl glycerin phenoxyethanol benzyl alcohol limonene citral linalool,glycerin hydroxyethyl_cellulose saccharide_isomerate sodium_hyaluronate ascophyllum_nodosum_extract tocopherol coco-caprylate cetearyl_olivate sorbitan_olivate parfum citric_acid sodium_citrate ethylhexyl_glycerin phenoxyethanol benzyl_alcohol limonene citral linalool,0,Exfoliating & Brightening
Dermalogica Multivitamin Power Serum (22ml),Serum,"['cyclopentasiloxane', 'helianthus annuus seed oil', 'tricaprylin', 'tribehenin', 'ascorbyl glucoside', 'glyceryl dibehenate', 'boron nitride', 'nylon 12', 'silica', 'magnesium ascorbyl phosphate', 'palmitoyl hexapeptide-14', 'hydrogenated phosphatidyl choline', 'citrus grandis', 'citrus aurantium dulcis', 'hydrogenated soybean oil', 'cera alba', 'tocopherol', 'retinyl palmitate', 'linoleic acid', 'beta-sitosterol', 'stearoxymethicone/dimethicon copolymer', 'hydroxypinacolone retinoate', 'dimethyl isosorbide', 'dimethicon', 'polysilicone-11', 'glyceryl stearate', 'tocopheryl acetate', 'glycerin', 'capric triglyceride', 'lechtin', 'butylene glycol', 'ethoxydiglycol', 'limonene']","['cyclopentasiloxane', 'helianthus annuus seed oil', 'tricaprylin', 'tribehenin', 'ascorbyl glucoside', 'glyceryl dibehenate', 'boron nitride', 'nylon 12', 'silica', 'magnesium ascorbyl phosphate', 'palmitoyl hexapeptide-14', 'hydrogenated phosphatidyl choline', 'citrus grandis', 'citrus aurantium dulcis', 'hydrogenated soybean oil', 'cera alba', 'tocopherol', 'retinyl palmitate', 'linoleic acid', 'beta-sitosterol', 'stearoxymethicone/dimethicon copolymer', 'hydroxypinacolone retinoate', 'dimethyl isosorbide', 'dimethicon', 'polysilicone-11', 'glyceryl stearate', 'tocopheryl acetate', 'glycerin', 'capric triglyceride', 'lechtin', 'butylene glycol', 'ethoxydiglycol', 'limonene']",33,1143000.0,High,cyclopentasiloxane helianthus annuus seed oil tricaprylin tribehenin ascorbyl glucoside glyceryl dibehenate boron nitride nylon 12 silica magnesium ascorbyl phosphate palmitoyl hexapeptide-14 hydrogenated phosphatidyl choline citrus grandis citrus aurantium dulcis hydrogenated soybean oil cera alba tocopherol retinyl palmitate linoleic acid beta-sitosterol stearoxymethicone/dimethicon copolymer hydroxypinacolone retinoate dimethyl isosorbide dimethicon polysilicone-11 glyceryl stearate tocopheryl acetate glycerin capric triglyceride lechtin butylene glycol ethoxydiglycol limonene,cyclopentasiloxane helianthus_annuus_seed_oil tricaprylin tribehenin ascorbyl_glucoside glyceryl_dibehenate boron_nitride nylon_12 silica magnesium_ascorbyl_phosphate palmitoyl_hexapeptide-14 hydrogenated_phosphatidyl_choline citrus_grandis citrus_aurantium_dulcis hydrogenated_soybean_oil cera_alba tocopherol retinyl_palmitate linoleic_acid beta-sitosterol stearoxymethicone/dimethicon_copolymer hydroxypinacolone_retinoate dimethyl_isosorbide dimethicon polysilicone-11 glyceryl_stearate tocopheryl_acetate glycerin capric_triglyceride lechtin butylene_glycol ethoxydiglycol limonene,0,Exfoliating & Brightening
Sarah Chapman Skinesis Skin Tone Perfecting Booster (30ml),Serum,"['glycerin', 'cyclopentasiloxane', 'dimethicon', 'sodium ascorbyl phosphate', 'cyclohexasiloxane', 'ergothioneine', 'dimethicon', 'polysorbate-20', 'xanthan gum', 'phenoxyethanol', 'caprylyl glycol', 'palmaria palmata extract', 'ethylhexyl glycerin', 'hexylene glycol', 'arctostaphylos uva ursi leaf extract', 'allantoin', 'arbutin', 'alcohol', 'rosa damascena', 'malva sylvestris extract', 'mentha piperita extract', 'primula veris extract', 'alchemilla vulgaris extract', 'veronica officinalis extract', 'melissa officinalis leaf oil', 'achillea millefolium extract', 'citronellol', 'geraniol']","['glycerin', 'cyclopentasiloxane', 'dimethicon', 'sodium ascorbyl phosphate', 'cyclohexasiloxane', 'ergothioneine', 'dimethicon', 'polysorbate-20', 'xanthan gum', 'phenoxyethanol', 'caprylyl glycol', 'palmaria palmata extract', 'ethylhexyl glycerin', 'hexylene glycol', 'arctostaphylos uva ursi leaf extract', 'allantoin', 'arbutin', 'alcohol', 'rosa damascena', 'malva sylvestris extract', 'mentha piperita extract', 'primula veris extract', 'alchemilla vulgaris extract', 'veronica officinalis extract', 'melissa officinalis leaf oil', 'achillea millefolium extract', 'citronellol', 'geraniol']",28,1280000.0,High,glycerin cyclopentasiloxane dimethicon sodium ascorbyl phosphate cyclohexasiloxane ergothioneine dimethicon polysorbate-20 xanthan gum phenoxyethanol caprylyl glycol palmaria palmata extract ethylhexyl glycerin hexylene glycol arctostaphylos uva ursi leaf extract allantoin arbutin alcohol rosa damascena malva sylvestris extract mentha piperita extract primula veris extract alchemilla vulgaris extract veronica officinalis extract melissa officinalis leaf oil achillea millefolium extract citronellol geraniol,glycerin cyclopentasiloxane dimethicon sodium_ascorbyl_phosphate cyclohexasiloxane ergothioneine dimethicon polysorbate-20 xanthan_gum phenoxyethanol caprylyl_glycol palmaria_palmata_extract ethylhexyl_glycerin hexylene_glycol arctostaphylos_uva_ursi_leaf_extract allantoin arbutin alcohol rosa_damascena malva_sylvestris_extract mentha_piperita_extract primula_veris_extract alchemilla_vulgaris_extract veronica_officinalis_extract melissa_officinalis_leaf_oil achillea_millefolium_extract citronellol geraniol,1,Hydrating & Anti-Aging
DECLÉOR Hydra Floral White Petal Skin Perfecting Concentrate 30ml,Serum,"['rosa damascena', 'alcohol denat', 'propanediol', 'glycerin', '3-o-ethyl ascorbic acid', 'arganine', 'citric acid', 'ppg-26 buteth-26', 'sodium citrate', 'sodium hyaluronate', 'salicylic acid', 'castor oil', 'xanthan gum', 'maltodextrin', 'limonene', 'citrus aurantium dulcis', 'moringa oleifera seed oil', 'sucrose dilaurate', 'citrus aurantium amara flower water', 'sodium cocoyl glutamate', 'linalool', 'pisum sativum extract', 'citronellol', 'geraniol', 'parfum']","['rosa damascena', 'alcohol denat', 'propanediol', 'glycerin', '3-o-ethyl ascorbic acid', 'arganine', 'citric acid', 'ppg-26 buteth-26', 'sodium citrate', 'sodium hyaluronate', 'salicylic acid', 'castor oil', 'xanthan gum', 'maltodextrin', 'limonene', 'citrus aurantium dulcis', 'moringa oleifera seed oil', 'sucrose dilaurate', 'citrus aurantium amara flower water', 'sodium cocoyl glutamate', 'linalool', 'pisum sativum extract', 'citronellol', 'geraniol', 'parfum']",25,728000.0,High,rosa damascena alcohol denat propanediol glycerin 3-o-ethyl ascorbic acid arganine citric acid ppg-26 buteth-26 sodium citrate sodium hyaluronate salicylic acid castor oil xanthan gum maltodextrin limonene citrus aurantium dulcis moringa oleifera seed oil sucrose dilaurate citrus aurantium amara flower water sodium cocoyl glutamate linalool pisum sativum extract citronellol geraniol parfum,rosa_damascena alcohol_denat propanediol glycerin 3-o-ethyl_ascorbic_acid arganine citric_acid ppg-26_buteth-26 sodium_citrate sodium_hyaluronate salicylic_acid castor_oil xanthan_gum maltodextrin limonene citrus_aurantium_dulcis moringa_oleifera_seed_oil sucrose_dilaurate citrus_aurantium_amara_flower_water sodium_cocoyl_glutamate linalool pisum_sativum_extract citronellol geraniol parfum,0,Exfoliating & Brightening
Darphin Dark Circle Relief and De-Puffing Eye Serum 15ml,Serum,"['dimethicon', 'isododecane', 'cyclopentasiloxane', 'polysilicone-11', 'butylene glycol', 'ascorbyl glucoside', 'dimethicon', 'trametes versicolor extract', 'sodium rna', 'curcuma longa root extract', 'saccharomyces lysate extract', 'gentiana lutea (gentian) root extract', 'betula alba bark extract', 'oryza sativa bran', 'citrus grandis', 'salicylic acid', 'dimethoxytolyl propylresorcinol', 'triticum vulgare bran extract', 'scutellaria baicalensis extract', 'hordeum vulgare extract', 'cucumis sativus extract', 'hydrolyzed opuntia ficus indica flower extract', 'ammonium acryloyldimethyltaurate/vp', 'morus nigra extract', 'cholesterol', 'faex extract', 'glycyrrhetinic acid', 'polysorbate-20', 'isohexadecane', 'propylene glycol dicoco-caprylate', 'helianthus annuus seed oil', 'polysorbate 80', 'peg-6', 'sodium hyaluronate', 'tromethamine', 'di-c12-18 alkyl dimonium chloride', 'acetyl glucosamine', 'squalene', 'tocopheryl acetate', 'sodium sulfite', 'sodium metabisulfite', 'acrylamide/sodium', 'parfum', 'caprylyl glycol', 'hexylene glycol', 'sodium hydroxide', 'disodium edta', 'phenoxyethanol', 'potassium sorbate', 'alpha-isomethyl ionone', 'linalool', 'citral', 'limonene', 'ci 15985', 'ci 19140']","['dimethicon', 'isododecane', 'cyclopentasiloxane', 'polysilicone-11', 'butylene glycol', 'ascorbyl glucoside', 'dimethicon', 'trametes versicolor extract', 'sodium rna', 'curcuma longa root extract', 'saccharomyces lysate extract', 'gentiana lutea (gentian) root extract', 'betula alba bark extract', 'oryza sativa bran', 'citrus grandis', 'salicylic acid', 'dimethoxytolyl propylresorcinol', 'triticum vulgare bran extract', 'scutellaria baicalensis extract', 'hordeum vulgare extract', 'cucumis sativus extract', 'hydrolyzed opuntia ficus indica flower extract', 'ammonium acryloyldimethyltaurate/vp', 'morus nigra extract', 'cholesterol', 'faex extract', 'glycyrrhetinic acid', 'polysorbate-20', 'isohexadecane', 'propylene glycol dicoco-caprylate', 'helianthus annuus seed oil', 'polysorbate 80', 'peg-6', 'sodium hyaluronate', 'tromethamine', 'di-c12-18 alkyl dimonium chloride', 'acetyl glucosamine', 'squalene', 'tocopheryl acetate', 'sodium sulfite', 'sodium metabisulfite', 'acrylamide/sodium', 'parfum', 'caprylyl glycol', 'hexylene glycol', 'sodium hydroxide', 'disodium edta', 'phenoxyethanol', 'potassium sorbate', 'alpha-isomethyl ionone', 'linalool', 'citral', 'limonene', 'ci 15985', 'ci 19140']",55,840000.0,High,dimethicon isododecane cyclopentasiloxane polysilicone-11 butylene glycol ascorbyl glucoside dimethicon trametes versicolor extract sodium rna curcuma longa root extract saccharomyces lysate extract gentiana lutea (gentian) root extract betula alba bark extract oryza sativa bran citrus grandis salicylic acid dimethoxytolyl propylresorcinol triticum vulgare bran extract scutellaria baicalensis extract hordeum vulgare extract cucumis sativus extract hydrolyzed opuntia ficus indica flower extract ammonium acryloyldimethyltaurate/vp morus nigra extract cholesterol faex extract glycyrrhetinic acid polysorbate-20 isohexadecane propylene glycol dicoco-caprylate helianthus annuus seed oil polysorbate 80 peg-6 sodium hyaluronate tromethamine di-c12-18 alkyl dimonium chloride acetyl glucosamine squalene tocopheryl acetate sodium sulfite sodium metabisulfite acrylamide/sodium parfum caprylyl glycol hexylene glycol sodium hydroxide disodium edta phenoxyethanol potassium sorbate alpha-isomethyl ionone linalool citral limonene ci 15985 ci 19140,dimethicon isododecane cyclopentasiloxane polysilicone-11 butylene_glycol ascorbyl_glucoside dimethicon trametes_versicolor_extract sodium_rna curcuma_longa_root_extract saccharomyces_lysate_extract gentiana_lutea_(gentian)_root_extract betula_alba_bark_extract oryza_sativa_bran citrus_grandis salicylic_acid dimethoxytolyl_propylresorcinol triticum_vulgare_bran_extract scutellaria_baicalensis_extract hordeum_vulgare_extract cucumis_sativus_extract hydrolyzed_opuntia_ficus_indica_flower_extract ammonium_acryloyldimethyltaurate/vp morus_nigra_extract cholesterol faex_extract glycyrrhetinic_acid polysorbate-20 isohexadecane propylene_glycol_dicoco-caprylate helianthus_annuus_seed_oil polysorbate_80 peg-6 sodium_hyaluronate tromethamine di-c12-18_alkyl_dimonium_chloride acetyl_glucosamine squalene tocopheryl_acetate sodium_sulfite sodium_metabisulfite acrylamide/sodium parfum caprylyl_glycol hexylene_glycol sodium_hydroxide disodium_edta phenoxyethanol potassium_sorbate alpha-isomethyl_ionone linalool citral limonene ci_15985 ci_19140,1,Hydrating & Anti-Aging
